user,method,sessionID,phrase,phraseID,enter_log,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
matsuda,tc,0,ふみんふきゅう,12,ふみんふきゅう,7,0m17.5s,24.633431085043988,7,10,0.0,2.0,[1.048343300819397, -0.481999933719635, -0.7453782558441162, 1.023206114768982, 0.791833758354187, 0.3027670979499817, 0.6527611613273621],[328.0, 600.0, 92.0, 340.0, 136.0, 252.0, 196.0]
