user,method,sessionID,phrase,phraseID,enter_log,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
test,layout_notouch_dial,0,ぷろぐらみんぐ,35,ぷろぐやらみんぐ,8,0m17.43s,24.096385542168676,9,12,0.125,2.0,[0.8972122073173523, -0.5500990152359009, 0.8500887751579285, -0.46288204193115234, 0.17296315729618073, -0.17359291017055511, -0.5468485355377197, 0.9304788112640381],[]
test,layout_notouch_dial,0,あしたはやすみ,4,あしたはやすみ,7,0m11.3s,38.07796917497734,16,19,0.0,0.0,[0.02104235626757145, 0.6160399913787842, 0.4959469735622406, 0.6285274624824524, -0.15309417247772217, 0.7401295900344849, -0.12274129688739777],[]
test,layout_notouch_dial,0,きょうしつにいく,56,あさきょうしつにいく,10,0m16.97s,28.28520919269299,25,31,0.2,1.0,[0.5199715495109558, 0.7897105813026428, 0.5808380842208862, -0.65409255027771, 0.5877177119255066, 0.5710073709487915, 0.6476346850395203, 0.6713284254074097, 0.681483268737793, 0.6669129729270935],[28.0]
test,layout_notouch_dial,0,うるしをぬる,8,うるしをぬる,6,0m12.61s,28.548770816812052,31,37,0.0,0.0,[0.770511269569397, 0.2925025224685669, 0.5616342425346375, -0.24377813935279846, 0.8146399855613708, 0.3381509780883789],[]
test,layout_notouch_dial,0,やさいをとる,10,やさいをとる,6,0m9.97s,36.10832497492477,37,43,0.0,0.0,[-0.48229464888572693, 0.5270192623138428, 0.7040092945098877, -0.6710185408592224, 0.34301072359085083, 0.5521969795227051],[]
test,layout_notouch_dial,0,たんいをとる,40,たんいをてとりる,8,0m20.45s,17.6039119804401,44,56,0.25,6.0,[0.6606667637825012, -0.4259532392024994, 0.7399371266365051, -0.523409366607666, 0.23524866998195648, 0.890278697013855, 0.36380231380462646, 0.5595791339874268],[208.0]
