phrase,phraseID,enter_log,enter_alllog,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
さようなら,6,さようぬなら,さや行よあ行うぬか行なら行ら,6,0m17.40s,17.24137931034483,9,4,0.16666666666666666,2.0,[0.33093878626823425, -0.5922790169715881, 0.44385647773742676, 0.3272820711135864, 0.6595664024353027, -0.23123018443584442],[105.0, 150.0, 180.0, 135.0, 345.0, 105.0]
げんきです,4,げんきです,けわ行んか行きた行てさ行す,5,0m14.44s,20.775623268698062,6,6,0.0,0.0,[-0.14242209494113922, -0.4406391382217407, 0.41807520389556885, 0.055602338165044785, 0.4291900098323822],[145.0, 90.0, 145.0, 200.0, 280.0]
こんばんわ,2,こんばんわ,か行こわ行んは行はんわ行わ,5,0m12.14s,24.71169686985173,6,5,0.0,0.0,[0.09261750429868698, -0.49492841958999634, 0.5652726292610168, -0.25268372893333435, -0.03225501999258995],[70.0, 75.0, 205.0, 55.0, 65.0]
すごくいいね,10,すこごくあいいね,さ行すか行こわ行わか行くあ行ああ行あ行いあ行いな行ね,8,0m22.36s,16.100178890876567,8,10,0.25,3.0,[-0.3438313901424408, 0.17975051701068878, -0.012841412797570229, -0.35616740584373474, 0.16580553352832794, 0.7366430759429932, 0.5656704902648926, 0.7535108327865601],[260.0, 60.0, 55.0, 245.0, 10.0, 220.0, 135.0, 375.0]
ただいま,14,たなだいま,たな行なた行たあ行いま行ま,5,0m12.11s,19.81833195706028,6,5,0.2,1.0,[0.5377334952354431, 0.6495883464813232, 0.6078866720199585, 0.4318203032016754, -0.7011408805847168],[135.0, 165.0, 170.0, 145.0, 155.0]
