phrase,phraseID,enter_log,enter_alllog,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
やっぱいいや,8,やちかづああのちあちかたつっぱいいや,や行た行か行かな行た行つあ行ああ行な行のあ行た行か行かた行たか行た行つあ行あ行あ行は行はいあ行いや行や,18,1m0.85s,5.916187345932621,13,35,0.6666666666666666,16.0,[-0.5297054052352905, 0.569429874420166, 0.4656652808189392, 0.6704373359680176, 0.38560405373573303, 0.4359217882156372, 0.33339494466781616, 0.6837863922119141, 0.33899176120758057, 0.7511993050575256, 0.5228601694107056, 0.5588809251785278, 0.8462759852409363, 0.14972403645515442, 0.7341299057006836, 0.25258728861808777, 0.4938797354698181, -0.14073476195335388],[140.0, 112.0, 36.0, 704.0, 56.0, 80.0, 464.0, 196.0, 24.0, 280.0, 48.0, 336.0, 604.0, 4.0, 452.0, 160.0, 132.0, 328.0]
ばんごはんなに,15,のぬふぬぬまばわんごはわんななに,な行のな行た行な行ぬま行まさ行は行はわ行あ行わ行わ行んか行こは行はわ行わわ行んな行なな行た行な行に,16,0m56.67s,7.4113287453679195,13,28,0.5625,14.0,[0.8214635252952576, 0.0639299601316452, 0.7627742290496826, 0.8253035545349121, 0.9437307715415955, 1.048435091972351, 0.9059454202651978, -0.11057817190885544, 0.12118950486183167, 0.17834898829460144, -0.5137938857078552, -0.2395862191915512, -0.20769952237606049, 0.6332094073295593, 0.7155906558036804, 0.7263306975364685],[168.0, 348.0, 220.0, 476.0, 244.0, 284.0, 396.0, 80.0, 492.0, 72.0, 208.0, 60.0, 96.0, 160.0, 208.0, 416.0]
こんにちは,1,こんにぢそのちさのちなは,か行こわ行んな行にた行ちさ行そな行のた行ちさ行あ行な行のた行な行なは行は,12,0m38.9s,7.876082961407193,10,16,0.5833333333333334,8.0,[0.13281665742397308, -0.519380509853363, 0.6372587084770203, 0.49962425231933594, 0.0573853999376297, 0.44942352175712585, 0.6757289171218872, 0.845767080783844, 0.46509262919425964, 0.5682321190834045, 0.5686365365982056, -0.6157748103141785],[80.0, 64.0, 232.0, 216.0, 84.0, 372.0, 292.0, 412.0, 236.0, 280.0, 164.0, 232.0]
ただいま,14,ただいま,た行たた行たいま,4,0m11.2s,21.77858439201452,6,3,0.0,0.0,[0.507448136806488, 0.48946207761764526, 0.32393962144851685, 0.5141545534133911],[148.0, 152.0, 116.0, 228.0]
こんばんわ,2,こんなばんわ,か行こわ行んな行なあ行は行はわ行んわ行わ,6,0m20.30s,14.77832512315271,6,8,0.16666666666666666,2.0,[0.09410549700260162, -0.37455517053604126, 0.552667498588562, 0.7912363409996033, -0.5555245280265808, -0.15439382195472717],[64.0, 84.0, 156.0, 356.0, 92.0, 68.0]
