phrase,phraseID,enter_log,enter_alllog,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
おなかすいた,11,おなかすいた,あ行おな行なか行かた行さ行すあ行いた行た,6,0m16.46s,21.871202916160385,6,7,0.0,1.0,[-0.432290256023407, 0.5700186491012573, 0.48336756229400635, 0.6822845935821533, 0.7674711346626282, 0.9017063975334167],[12.0, 172.0, 72.0, 460.0, 112.0, 136.0]
こんばんわ,2,こんばんわ,か行こわ行んは行はわ行んわ行わ,5,0m13.7s,22.953328232593723,5,6,0.0,0.0,[0.2548932433128357, -0.6015282273292542, 0.7814604043960571, -0.6044596433639526, -0.2226296365261078],[76.0, 76.0, 196.0, 64.0, 72.0]
すごくいいね,10,すごくいいね,さ行すか行こか行くあ行いあ行いな行ね,6,0m15.89s,22.65575833857772,6,7,0.0,0.0,[0.9602906107902527, 0.2047956883907318, 0.6974936723709106, 1.0289177894592285, 0.8929279446601868, 0.09413474053144455],[240.0, 60.0, 208.0, 128.0, 140.0, 252.0]
ただいま,14,ただいま,た行たた行たあ行いや行ま行ま,4,0m12.25s,19.591836734693878,4,6,0.0,1.0,[1.1385459899902344, 1.060815691947937, 0.8262407183647156, -0.6906448602676392],[124.0, 124.0, 116.0, 284.0]
ねむいです,5,ねむいでせす,な行ねま行は行ま行むあ行いた行てさ行さ行す,6,0m32.92s,9.113001215066827,6,10,0.16666666666666666,4.0,[0.13769660890102386, -0.14320354163646698, 1.1950700283050537, 0.09412631392478943, -0.21785084903240204, 0.9343664050102234],[248.0, 796.0, 104.0, 220.0, 216.0, 396.0]
