phrase,phraseID,enter_log,enter_alllog,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
そつぎょうする,33,そつぎょうする,さ行そた行つか行きや行よあ行うさ行すら行る,7,0m12.77s,32.88958496476116,7,9,0.0,0.0,[0.3084598481655121, 1.0439058542251587, 0.8802857995033264, -0.6819355487823486, 0.833602786064148, 1.0650635957717896, 0.49973464012145996],[108.0, 308.0, 184.0, 160.0, 208.0, 288.0, 268.0]
やさいをとる,7,やさいをとる,や行やさ行さあ行いわ行をた行とら行る,6,0m8.54s,42.15456674473069,13,15,0.0,0.0,[-0.4744575321674347, 0.8222676515579224, 1.0322850942611694, -0.7545595169067383, 0.38370442390441895, 0.6270782351493835],[152.0, 116.0, 124.0, 220.0, 144.0, 268.0]
じゅうでんきどこ,48,じゅうゆでんさきどこ,さ行しや行ゆあ行うや行ゆた行てわ行んさ行さか行きた行とか行こ,10,0m18.79s,25.54550292708888,23,29,0.2,2.0,[1.1390153169631958, 0.1762618124485016, 0.9061479568481445, 0.13041774928569794, -0.01639033481478691, -0.520226001739502, 0.6681877374649048, 1.0116358995437622, 0.6378140449523926, -0.0214597899466753],[180.0, 280.0, 212.0, 352.0, 212.0, 120.0, 92.0, 148.0, 144.0, 116.0]
どうもありがとう,12,どうもあやりがどう,た行とあ行うま行もあ行あや行やら行りか行かた行とあ行う,9,0m16.72s,28.708133971291865,32,41,0.2222222222222222,1.0,[0.5201134085655212, 0.8485448956489563, -0.9412532448768616, 0.498508095741272, -0.4841199815273285, 0.31451085209846497, 0.7538259029388428, 0.25733882188796997, 0.6378782987594604],[152.0, 232.0, 176.0, 36.0, 116.0, 160.0, 72.0, 172.0, 220.0]
