phrase,phraseID,enter_log,enter_alllog,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
ただいま,14,なただいま,な行なた行たた行たあ行いま行ま,5,0m12.7s,19.884009942004973,5,6,0.2,1.0,[0.55866539478302, 0.9704908132553101, 0.7824472784996033, 0.6176401376724243, -0.6239284873008728],[164.0, 156.0, 136.0, 144.0, 176.0]
おやすみ,3,おやとすみ,あ行おや行やとさ行すま行み,5,0m14.63s,16.40464798359535,6,4,0.2,1.0,[-0.40364253520965576, -0.5774354934692383, 0.5832350850105286, 1.0364903211593628, -0.23371070623397827],[32.0, 136.0, 100.0, 300.0, 248.0]
おはよう,0,おはよう,あ行おま行は行はや行よあ行う,4,0m12.82s,18.720748829953198,4,5,0.0,1.0,[-0.6167563199996948, 0.79810631275177, -1.0741537809371948, 1.0167371034622192],[44.0, 408.0, 152.0, 184.0]
さようなら,6,たさようなら,た行たあ行さ行さや行よあ行あ行うな行なら行ら,6,0m18.80s,15.957446808510637,6,8,0.16666666666666666,3.0,[0.7377278208732605, 0.7738713026046753, -0.8341370820999146, 1.157421350479126, 0.7008396983146667, -0.40976667404174805],[116.0, 212.0, 164.0, 464.0, 144.0, 96.0]
どうでもいいよ,9,とどうでもいいやよ,た行とわ行わあ行あ行うた行てわ行ま行もあ行いあ行いま行や行やわ行や行よ,9,0m28.51s,14.731673097158891,9,15,0.2222222222222222,6.0,[0.42796212434768677, -0.26376840472221375, 1.010083794593811, -0.08308587968349457, -0.6676408648490906, 0.9331555962562561, 0.7462514042854309, -0.25774842500686646, -0.5810801982879639],[132.0, 44.0, 252.0, 232.0, 224.0, 120.0, 132.0, 280.0, 228.0]
