phrase,phraseID,enter_log,enter_alllog,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
きたくします,13,きたくします,か行きた行たか行くさ行しま行まさ行す,6,0m12.41s,29.0088638195004,6,6,0.0,0.0,[0.5467840433120728, 0.7463645339012146, 0.43442970514297485, 0.5176796317100525, -0.6396151781082153, 0.6962112784385681],[155.0, 140.0, 220.0, 170.0, 145.0, 235.0]
ただいま,14,ただいま,た行たた行たあ行いま行ま,4,0m8.37s,28.673835125448033,4,5,0.0,0.0,[0.5065671801567078, 0.6489980816841125, 0.4147460460662842, 0.6721546649932861],[130.0, 135.0, 160.0, 245.0]
おはよう,0,おはよきう,あ行おは行はや行よか行きあ行う,5,0m10.28s,23.346303501945528,5,5,0.2,1.0,[-0.10408112406730652, 0.4696473479270935, -0.7307906746864319, 0.5750290751457214, 0.6091600060462952],[30.0, 210.0, 145.0, 165.0, 205.0]
おやすみ,3,おやすみ,あ行おや行やさ行さ行すま行み,4,0m11.20s,21.42857142857143,4,5,0.0,1.0,[-0.0728779137134552, -0.4585666060447693, 0.68479323387146, -0.2216859757900238],[25.0, 120.0, 565.0, 270.0]
どうでもいいよ,9,どうでもいいよ,た行とあ行うた行てま行もあ行いあ行いや行よ,7,0m14.86s,28.263795423956935,7,9,0.0,0.0,[0.5678954720497131, 0.6855729222297668, 0.0671297162771225, 0.3533223569393158, 0.6911237835884094, 0.629442036151886, -0.8493450284004211],[130.0, 180.0, 230.0, 275.0, 150.0, 140.0, 150.0]
