user,method,sessionID,phrase,phraseID,enter_log,keystroke,TIME,CPM,VowelCnt,ConsCnt,TER,DeleteCnt,AveSpeed,AveRotationWhile
matsuda,tc,0,ひるめしたべた,43,かしちちちち,6,0m4.88s,86.06557377049181,7,6,1.1666666666666667,0.0,[0.892275333404541, 0.9734927415847778, 0.8054748177528381, nan, nan, nan],[]
